,ind,frac,accuracy,precision,recall,f1
500,6878.0,0.35863293615050057,0.747645272530753,0.7299933495898914,0.47191172255660646,0.5732439724954304
501,6879.0,0.3997014694906967,0.758505327088373,0.7573566504119724,0.5809364117115955,0.6575182481751826
502,6880.0,0.4039169261651697,0.7485717226825879,0.7284941831885958,0.5793588741204065,0.6454235319735792
503,6881.0,0.27605322078389993,0.7470791085490761,0.6056612981942411,0.23209276229661494,0.33558680367766364
504,6882.0,0.40485369431505264,0.7568068351433425,0.7758916323731139,0.5696839984892358,0.6569872958257713
505,6883.0,0.1144040970738863,0.8865098564002265,0.6351351351351351,0.06225165562913907,0.11338962605548855
506,6884.0,0.21293975345497593,0.8020484842246127,0.5985663082437276,0.16428922774225282,0.25781551524507906
507,6885.0,0.2883290012095633,0.7741005713109269,0.7064935064935065,0.3843843843843844,0.4978835373527057
508,6886.0,0.2692745193916154,0.7722476710072572,0.6830648672181105,0.29794910748195974,0.4149147163823879
509,6887.0,0.41536917415137553,0.7116166555149519,0.7191671115856914,0.500991817505579,0.590573620752649
510,6888.0,0.2661399490439303,0.7799680889392145,0.6990291262135923,0.2706766917293233,0.3902439024390244
511,6889.0,0.26068404663252437,0.8000926450151835,0.7195436142804564,0.38506992318298205,0.5016679497049013
512,6890.0,0.5184805826492009,0.6923670801379381,0.6963977773519832,0.7213456385829116,0.708652205703144
513,6891.0,0.3697300357721903,0.6788306140305729,0.6067096774193549,0.3326729871232489,0.42972034363004935
514,6892.0,0.38304552590266877,0.7709609346852643,0.7781087118391661,0.5619790266200592,0.6526151444184232
515,6893.0,0.42266773039606764,0.7556230377271089,0.7704452162930218,0.5970149253731343,0.6727322856355114
516,6894.0,0.15873073062768614,0.8484739307221164,0.6338709677419355,0.12636655948553055,0.21072386058981235
517,6895.0,0.10855701675373806,0.894384682690823,0.5398773006134969,0.04261501210653753,0.07899461400359066
518,6896.0,0.4570502097434182,0.7079108549076123,0.7222696245733788,0.5770935121008977,0.6415714015031896
519,6897.0,0.21444270015698588,0.8002470533738226,0.6341072858286629,0.18785578747628084,0.2898444647758463
